iteration,residual,refreeze_id,eta_current
0,22.3850809010541,0,1e-05
1,22.3859830944762,0,1e-05
2,22.4047601293942,0,1e-05
3,22.393482845835,0,1e-05
4,22.3620639206759,0,1e-05
5,22.4202281571901,0,1e-05
6,22.3518168899387,0,1e-05
7,22.4582414769298,0,1e-05
8,22.3634917577834,0,1e-05
9,22.5014586152421,0,1e-05
10,22.3890133591202,0,1e-05
11,22.5463895958297,0,1e-05
12,22.4225170996057,0,1e-05
13,22.5907460159766,0,1e-05
14,22.4599265295853,0,1e-05
15,22.633274997206,0,1e-05
16,22.4986556086655,0,1e-05
17,22.6734685024459,0,1e-05
18,22.5372122731639,0,1e-05
19,22.7112246559751,0,1e-05
20,22.5748083425516,0,1e-05
21,22.7466300957576,0,1e-05
22,22.6110711089315,0,1e-05
23,22.7798485849974,0,1e-05
24,22.6458624504311,0,1e-05
25,22.8110658299135,0,1e-05
26,22.6791668011546,0,1e-05
27,22.8404620351745,0,1e-05
28,22.7110278509628,0,1e-05
29,22.8682003669219,0,1e-05
30,22.7415121186265,0,1e-05
31,22.8944225449242,0,1e-05
32,22.7706892198092,0,1e-05
33,22.9192485939579,0,1e-05
34,22.7986225289029,0,1e-05
35,22.9427786688737,0,1e-05
36,22.8253657585919,0,1e-05
37,22.9650958196382,0,1e-05
38,22.8509628622528,0,1e-05
39,22.9862690661575,0,1e-05
40,22.8754493887985,0,1e-05
41,23.0063562086203,0,1e-05
42,22.8988545390086,0,1e-05
43,23.0254064458115,0,1e-05
44,22.9212030537279,0,1e-05
45,23.0434624689082,0,1e-05
46,22.9425168585274,0,1e-05
47,23.0605619400185,0,1e-05
48,22.9628164440228,0,1e-05
49,23.0767391149086,0,1e-05
50,22.9821218417896,0,1e-05
51,23.0920254942979,0,1e-05
52,23.0004530680491,0,1e-05
53,23.1064506108249,0,1e-05
54,23.0178307044892,0,1e-05
55,23.1200425601474,0,1e-05
56,23.0342757722542,0,1e-05
57,23.1328281034929,0,1e-05
58,23.0498098949102,0,1e-05
59,23.1448329149236,0,1e-05
60,23.0644553986708,0,1e-05
61,23.1560819117473,0,1e-05
62,23.0782347765378,0,1e-05
63,23.1665989201038,0,1e-05
64,23.0911707412048,0,1e-05
65,23.1764069406241,0,1e-05
66,23.1032858613193,0,1e-05
67,23.1855280021127,0,1e-05
68,23.1146029023316,0,1e-05
69,23.1939834880835,0,1e-05
70,23.1251440092064,0,1e-05
71,23.2017935693936,0,1e-05
72,23.1349310484999,0,1e-05
73,23.2089777815168,0,1e-05
74,23.143985259514,0,1e-05
75,23.2155545442294,0,1e-05
76,23.1523273358308,0,1e-05
77,23.2215416162922,0,1e-05
78,23.1599772563396,0,1e-05
79,23.2269557834647,0,1e-05
80,23.1669543576253,0,1e-05
81,23.2318130197032,0,1e-05
82,23.1732771669686,0,1e-05
83,23.2361285438282,0,1e-05
84,23.1789635191753,0,1e-05
85,23.2399168226643,0,1e-05
86,23.184030589432,0,1e-05
